23,22,5,180,0,180
23,22,0,180,0,180
22,22,0,180,0,180
20,22,0,180,0,180
18,22,0,180,0,180
12,24,0,180,0,180
13,24,0,180,0,180
14,25,0,180,0,180
14,26,0,180,0,180
14,27,0,180,0,180
13,29,0,180,0,180
13,30,0,180,0,180
19,14,0,180,0,180
20,14,0,180,0,180
23,14,0,180,0,180
25,14,0,180,0,180
28,14,0,180,0,180
30,14,0,180,0,180
31,14,0,180,0,180
32,14,0,180,0,180
33,14,0,180,0,180
33,15,0,180,0,180
33,17,0,180,0,180
33,19,0,180,0,180
35,25,0,180,0,180
35,26,0,180,0,180
27,28,0,180,0,180
25,29,0,180,0,180
22,30,0,180,0,180
23,31,0,180,0,180
23,32,0,180,0,180
23,34,0,180,0,180
23,35,0,180,0,180
24,37,0,180,0,180
24,38,0,180,0,180
24,38,0,180,0,180
25,38,0,180,0,180
26,37,0,180,0,180
26,37,0,180,0,180
23,22,0,180,0,180
22,22,0,180,0,180
20,22,0,180,0,180
18,22,0,180,0,180
12,24,0,180,0,180
13,24,0,180,0,180
14,25,0,180,0,180
14,26,0,180,0,180
14,27,0,180,0,180
13,29,0,180,0,180
13,30,0,180,0,180
