332,630,5
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
332,630,0
516,616,5
